questions,answers,classes
2007年3月至今政府部门拖欠工资不发——1990年聘用2007年3月至今拖欠工资多次书面讨要不发，社会保险不给入,你好，由于已经签字确定。仲裁倒是可以提起，但是有一定的风险。,员工权益
代办税——我是邮政局一名员工，本来应该签成劳务工的，单位说以待遇同等的方式帮我的劳动合同签成了公益性岗位，我在单位一工作了3年，现在单位已不是邮政员工扣我们的%“代办税”，高达7.7%我可以找单位赔偿吗？？,你可以以供职的事业单位为被申请人申请劳动仲裁，要求单位妥善安置。,员工权益
代办税——我是邮政局一名员工，本来应该签成劳务工的，单位说以待遇同等的方式帮我的劳动合同签成了公益性岗位，我在单位一工作了3年，现在单位已不是邮政员工扣我们的%“代办税”，高达7.7%我可以找单位赔偿吗？？,你的时间久远，现在通过法律途径解决有一定的困难。建议你找当地的政府部门解决。没有生活来源，建议你找当地的民政部门。,员工权益
要求厂方补缴社保费——我在某工厂工作6年，厂方只缴纳2年社保给我，我能追回前4年社保费吗？有时间限制吗？,如果你与公司之间形成劳动关系，你是在工作过程中受伤的，可以认定为工伤，并进行鉴定，得出伤残等级，根据公司根据工伤等级进行工伤赔偿即可。如果单位拒绝认定为工伤，那么你可以向劳动局申请仲裁，提交你的仲裁申请书及相关证据即可。,员工权益
工伤1年后不能在审报——你好！我是在一家民营企业上班的。在2012年11月晚上回家的路上发生了车祸导致颈部骨折交通事故书是责任大家一人一半。在事故处理方面厂里的负责人对我说我们是个小厂你看比较困难你呢工伤不要报了你报交通方面的吧剩下我们什么多好说。当时想到很多原因没有申报工伤。现在1年过去了，他们想要把我在家休养期间厂里给我发的工资拿回。我听说工伤超过1年不能申报，那我还有其他的方法可以处理吗？,关键是看此工厂是在哪里注册的，如果是在深圳注册的，那么你应当找深圳的劳动局，而非东莞的劳动局。,员工权益
劳动纠纷——我妈妈是一家工厂的倍捻工，她2012.4月进厂上班，在2013.1月突然晕倒在厂里，送到医院、医生给我妈妈说是普通的妇科疾病，而后我妈妈休息两天又去上班，没想到工厂竟然不让我妈妈干活了、要辞退我妈妈。我们没办法就想再带我妈妈去确认病情，没想到被检查出是肺部积水。请问我们这种情况该怎么办？,计划外怀孕而做人流，当然享受带薪休假。根据2012年生效的《女职工劳动保护特别规定》第七条女职工生育享受98天产假，其中产前可以休假15天；难产的，增加产假15天；生育多胞胎的，每多生育1个婴儿，增加产假15天。女职工怀孕未满4个月流产的，享受15天产假；怀孕满4个月流产的，享受42天产假。第八条女职工产假期间的生育津贴，对已经参加生育保险的，按照用人单位上年度职工月平均工资的标准由生育保险基金支付；对未参加生育保险的，按照女职工产假前工资的标准由用人单位支付。女职工生育或者流产的医疗费用，按照生育保险规定的项目和标准，对已经参加生育保险的，由生育保险基金支付；对未参加生育保险的，由用人单位支付。,员工权益
"劳动纠纷及其他——我是公司员工负责一些供货商的来料接受工作,因此一般来料单都由我签字或开票给人家,可现在老板赖账非说货物数据不符,不愿给钱供货商,说是我签的字就由我负责给钱,请问我需要负这样的法律责任吗?我和公司没有劳动合同,但有工资表作为事实劳动关系证明。老板因此事每天变相的责问威胁我,现在我被迫离职""(2012.1.2-2013.1.25),工资也没有结给我,还继续威胁说如果我再较真工资的事情就将货款一事要起诉我要我负责给钱.",可以向上级主管部门反映，必要时可以申请劳动人事争议仲裁。,员工权益
劳动纠纷-手机报——我单位是一个事业编制的单位，财政没有拨款，投标绿化工程成立要一个公司，投标需要项目负责人，技术人员社保在公司买，我们的编制在单位，社保也在单位，现我是项目负责人投标时社保要转去公司买，社保对我以后影响有那些？如果我不答应公司领导又对有成见，这样我该怎么做？,你好，该问题属于劳动人事争议，你可以到当地劳动人事部门申请行政复议解决，实在不成还可以提起行政诉讼。,员工权益
国企煤矿工作二十年因病离退——父亲是原是山西国企煤矿的职工（山西，长治，经坊煤矿），合同上没有结束日期！后因身体情况，需要手术，随后不能适应煤矿工作！在这家国企工作20年，当辞退只给500块的至今我也不知道的钱！由于不服，没有申领这500块钱！请问这样的情况属于正常吗？,第一，公司未缴纳的保险的，可以要求补缴。第二，公司解散的，应当对员工按照工作年限进行补偿，解散和破产不同，解散无需经过破产程序。第三，公司如果已解散的名义违法解除劳动合同的，应当支付违法解除劳动合同的赔偿金。,员工权益
做零时工，老板拖欠工资懒账了！——请问做零时工，老板拖欠工资不说，现在还耍赖懒账了！请问我该怎么办呢？我该不该选择报警或者通过什么途径来合法拿到工钱呢？,工龄应该累计计算，如果公司违法解除劳动合同，你可以要求双倍经济补偿金的补偿。详情可咨询汉威律师事务所15101531731聂律师,员工权益
"工作地点变更——我06年起被公司派驻到江苏南通工作,现由于单位经营销售方式调整,公司未与我协商并经我同意，现将我调回总部(江苏靖江)工作,并通知我于1月30日前报到否则按照公司考勤管理规定处理，我在该公司工作了8年，到现在一直未与我签劳动合同，公司这样做违法吗?",公司违法裁员的，你可以向劳动监察部门举报投诉，你也可以考虑申请劳动仲裁，单位违法解除劳动合同的应当支付赔偿金。,员工权益
签订合同需要什么——保洁服务跟用人单位去签订合同需要带什么证件？什么手续？,是可以的，在法定节假日上班，可获得双倍的工资，根据劳动法规定，你可以要求他们为你上社保。,员工权益
—，社保；二，新民法程序简化——1，在数月的劳动仲裁中，其社保是否仍由该公司交？2，新民法规定实应上年不超过3O%的总经额的程序简化为—个月内终结，也实应工资等，请问追讨工资方面，事实清楚简单明了，超过上年30%工资的是否也实应这种—个月内终结呢？,如果你说的工资有证据的话，你讨工资完全有理由得到。如需要更详细情况，请通过电子邮箱与我联系。,员工权益
五年工资不给——我五年的工资被黑心的薛宝奎偷扣，我干活期间得病，先在才知道工资发啦，我该怎么办我的手机号；13562860084,《民事诉讼法》第一百七十六条人民法院审理对判决的上诉案件，应当在第二审立案之日起三个月内审结。有特殊情况需要延长的，由本院院长批准。什么时候开庭，由法院根据具体情况确定。,员工权益
如何维护我们的权益——我93年入厂，08年签无固定合同，期间11年中方撤资，12年老板又换人，13年1月新的老板叫我们签多条不合法规定，如打电话不得超2分钟，迟到1次扣100元，2次以上要开除等，我们现在要求老板买断工龄可以吗,住房公积金是单位和个人共同缴纳的，你同用人单位已解除劳动合同，用人单位没有义务为你缴纳住房公积金。如果你认为用人单位侵犯了你的权益，你可以通过协商、调解或者劳动仲裁解决。,员工权益
劳动保险问题——我于2003年七月由马老板从人才招聘过来从事电脑操作，至2013年，没有签合同，交保险，因一同事劳动仲裁，法人与马换成马的妻哥，。我能要回2003到2012年的社会保险吗,建议向当地的劳动部门或者建设部门去投诉。,员工权益
员工发病企业如何赔偿——员工在上班过程中，突发心肌梗塞导致住院抢救治疗，员工上班长期工作时间高达12小时左右，请问用人单位需要负什么责任,你咨询的问题，如果是自己不小心扭伤的，只能自己承担医药费营养费等费用。,员工权益
单为组织春游喝酒打架受伤算工伤吗——单为组织春游喝酒打架受伤算工伤吗,根据《工伤保险条例》的规定，保留与用人单位的劳动关系，由用人单位安排适当工作。难以安排工作的，由用人单位按月发给伤残津贴。,员工权益
劳动合同解除纠纷——本人2007年6月入职公司，08年以后签订2次劳动合同，合同期限到2013年6月。现在单位给我在2012年12月和2013年1月7日和13日开了三张过失单，过失单上面的过失原因我本人并不认可，没有我本人的签字确认，我想咨询一下。1、这三张过失单没有我本人签字能否生效。2、单位现在以我有三张过失单的名义和我强制解除劳动合同是否违法。3、我和单位还有6个月的合同期限未履行完，如果现在单位强行和我解除劳动合同，可否向劳动仲裁申请未履行完6个月的合同费用,你是在工作期间出的事故，因此，可以认定为工伤。对于有工伤的员工，单位不能随意解除劳动合同，违法解除时应当给予你一定的经济赔偿。你在住院期间，单位应当给你发基本工资。,员工权益
企业员工——六天七夜超时加班违反劳动法吗,建议向当地劳动监察部门投诉，必要时可以申请劳动仲裁。,员工权益
我的工资押金要不上——我在火把干了5个月，他给我工资押金都不发,根据我国《劳动合同法》的规定，劳动者辞职，提前一个月通知单位即可，如果单位不批准可以向劳动监察部门投诉。,员工权益
劳动纠纷——被用人单位辞退但未签劳动合同应不应该索要报酬,如果存在劳动关系，那么在工厂上班期限受伤的，可以认定为工伤。由劳动者与厂方去劳动局办理工伤认定即可。,员工权益
工伤索赔——尘肺病三节伤残能赔多少钱,工伤未及时早报，已经过了时效，无法再申请工伤。旧伤复发，可以要求单位支付一定的赔偿费用，按照人身侵权来办理即可。,员工权益
高速公路收费站连续工作12小时违法了吗？——高速公路收费站连续工作12小时，连续工作一个星期，轻问违法了吗？我们该怎样维权，谢谢~~~,根据我国《劳动合同法》等相关法律法规的规定，可以要求单位给予补偿，建议协商解决或者向当地劳动监察部门投诉。,员工权益
"劳动维权有哪些权益可主张——2010年1月工作，未签订劳动合同或协议；2010年7月公司收走毕业证和学位证；2011年8月，因工流动性大不适合女性长期发展,工作期间长期伏案加班等导致颈椎病等原因,口头辞职，后索要证件无果；2010年10月至2011年8月上4险（正式员工是5险1金）;至2013年1月未办理入职手续,但公司要求向异地项目部递交辞职信办理离职手续,方返还学历学位证件.请问现有哪些权益可主张?具体应如何主张?拜托各位律师及有相关经验的朋友提供宝贵意见和建议",如果是劳动纠纷，可以向劳动监察部门投诉反映情况，如是劳务纠纷，可以通过民事诉讼的途径解决。,员工权益
关于协议书——在此输入您要咨询的问您好!前几天，我因为牙痛便在值班处趴着，当时用人单位总经理通过远程监控看到了我的状况，说我在睡觉，就说要开除我，我于是与他争辩了几句。第二天，用人单位便打印了两份资料，一份是解除与本人的无固定期限合同的通知书，另一份是协议书（用人单位同意赔偿我十六个月的经济补偿金后，便解除与本人的无固定期限合同），其说要我只能选择其中一种方式。为了尽快拿到赔偿金，我只好最后签了协议书，用人单位赔偿我十六个月的经济补偿金。但是协议书的内容中，有一条写明（双方确认，本协议的签订后，双方劳动关系终结，甲方不存在拖欠乙方工资，奖金，福利待遇等一切权益，甲方不存在违反劳动合同的情形，乙方放弃向甲方提出任何索赔，仲裁或者诉讼的权利。请问协议书中的这一条合法吗？用人单位以前克扣我的工资以及不买住房公积金等，损害我的权益就不能再仲裁或者诉讼了吗，即使仲裁或者诉讼我也是输的，是吗？那么由于自己法律知识的欠缺，对于这件事我只能认命了吗？我该怎么办呢？谢谢能及时回复！题或要搜索的关键词！,你可以向当地的劳动局进行举报，要求你老板返还你们的工资或工程款即可。如果其情节严重，你可以向公安局报案，要求追究你老板拒不支付劳动者报酬罪的刑事责任。,员工权益
录用通知上约定的违约金条款是否有效？——如题，企业给前来的求职者发放了录用通知（非劳动合同），该录用通知上明确约定求职者违约需支付一定的违约金，该求职者在知悉录用通知上的相关内容后签订了该录用通知，但事后又不来企业报道，请问企业能否要求该求职者按照约定支付违约金？谢谢！,仲裁庭裁决劳动争议案件，应当自劳动争议仲裁委员会受理仲裁申请之日起四十五日内结束。案情复杂需要延期的，经劳动争议仲裁委员会主任批准，可以延期并书面通知当事人，但是延长期限不得超过十五日。逾期未作出仲裁裁决的，当事人可以就该劳动争议事项向人民法院院提起诉讼。,员工权益
下班骑电车回家没出门口摔倒骨折算工伤吗——我是一名教师，下班骑电动车回家，还没出校门口时躲学生摔倒骨折。这种情况算是工伤吗，如果申请工伤的话得准备什么东西呢？,劳动法保护企业和劳动者的立法精神是平等的，如果企业制定的制度严重违反劳动法，那么该制度应该是无效的。,员工权益
工厂不发工资——你好，我想请问下我在深圳一个工厂上班，现在工厂搬到东莞去了，他是2012年12月26号搬的厂，搬厂的时候说是2013年1月10号发工资，但是到现在他都没有发工资，打电话也不接。像这样的情况我是找深圳的劳动局还是找东莞的劳动局。,您好！【1】按照你说的，根据《工伤保险条例》第十五条的规定，职工有下列情形之一的，视为工伤：（一）在工作时间和工作岗位，突发疾病死亡或者在48小时之内经抢救无效死亡的；【2】所以你说的工人一般是被认定为工伤的；【3】那么按照工伤保险条例规定的标准赔偿是可以要求赔偿的，其主要赔偿内容为包括：医药费、丧葬补助金、供养亲属抚恤金、一次性工亡补助金等等。,员工权益
"职工计划外怀孕人流享不享受带薪休假——我公司女职工有一小孩4岁,今秋又意外怀孕一个多月要人流,需请假半个月,请问律师:1、像她这种情况享不享受带薪休假?2、本人已经缴纳五险两年,如果享受带薪休假,这个“薪”是不是由生育保险基金支付?3、如果是由生育保险基金支付,那么是由职工自己去劳保部门领取还是由公司领取后再给本人?--------------谢谢!",如果公司没有申请工伤认定，该男子应该要在发生伤害事故之日起一年内申请工伤认定，然后进行劳动能力鉴定，依法享受工伤待遇。不能认定为工伤的，可以以一般人身损害，要求公司对损害进行赔偿，协商不成的，提起民事诉讼来维权。,员工权益
法院可以随意执行吗？——被告和原告产生经济纠纷，上诉法院，法院判处原告获胜，被告支付拖欠原告款项。但是在判决书后有条，原告必须与被告进行对账之后，被告才能支付对账后拖欠原告的金钱。但是原告迟迟不肯与被告对账，使得被告莫名背上欠债几十万以上的金额。而后，法院又以被告不履行判决为由，强制向被告执行其妻子所在公司的股份，在对其股份进行拍卖之后，才对被告进行通知。请问，这样做是根据法律的哪条呢？,如是自己自愿辞职的，是没有经济补偿的。,员工权益
事业单位工作了30多年遭单位非法辞退——您好，我在事业单位工作了30多年了，09年国家有个关于事业单位补交养老保险的通知以后，我要求单位给予交纳，却遭到单位的非法辞退，追3年无果，现在该怎么办呢！望关注。谢谢。我的联系电话:13935788550,你若不是在编人员，建议你可以向劳动监管部门投诉，或者采取劳动仲裁维护自己的合法权益。,员工权益
事业单位工作了30多年，遭辞退——您好，我在事业单位工作了30多年了，09年国家有个关于事业单位补交养老保险的通知以后，我要求单位给予交纳，却遭到单位的非法辞退，追3年无果，望关注。谢谢。我的联系电话:13935788550,你咨询的问题，最好是报警，由交警部门进行调查处理。当然，你也可以收集对你们有利的证据材料。,员工权益
劳动纠纷-手机报——我在事业单位工作了30多年了，09年国家有个关于事业单位补交养老保险的通知以后，我要求单位给予交纳，却遭到单位的非法辞退，追3年无果，望关注。谢谢。我的联系电话:13935788550您好，我在事业单位工作了30多年了，09年国家有个关于事业单位补交养老保险的通知以后，我要求单位给予交纳，却遭到单位的非法辞退，追3年无果,这么做是不合法的，你可以向劳动监管部门投诉，或者采取劳动仲裁的方式维护自己的权利。,员工权益
公司散伙有补贴吗——你好，我在一家物流公司上班已经两年多了，公司说这个月经营完后就不做了，老板叫我们自己找出路，可劳动合同签到2012年12月底，2013年的劳动合同没签，也没有出书面通知散伙，请问一下，现在近过年了，可以向老板要补贴吗。比如年终奖之类的。我也查了保险，我进公司的时候少给我缴纳8个月的保险，老板不给我补，说是麻烦，只给我2000元现金，多一分也不给我，我也没同意，我可以多要或者给我补缴纳呢，谢谢。,一般是不可以，具体你可以问问那所医院，再者你可以让单位报，也可以自己去劳动局报。,员工权益
企业养老保险问题——我于1987年被邮电局雇佣为临时合同工，后因邮电企业分为邮电和电信两企业，我被分在电信企业工作至今30余年，可这么多年公司从未为我缴纳任何保险金，请问我们改如何解决将来的养老问题？,建议你们采取劳动仲裁维护自己的权利。,员工权益
没有上社保，没有签合同——公司没有上社保，没有签合同。现在公司要搬走。请问我可以获得补偿吗,这样可以算是因工致伤，你可以向单位申请工伤，要求获得赔偿。,员工权益
公司并购后，工龄延续问题——我在流产假休假期间，公司发展需要为由欲将我辞退。五个月前原公司A被现公司B收购，我与B公司签订了劳动合同，当时口头承诺工龄延续。到目前我在A公司工作了三年半，B公司工作5个月。想问一下应如何补偿？工龄如何计算呢？工作地是北京。麻烦帮解答一下，谢谢,劳动能力鉴定是由设区的市级劳动能力鉴定委员会组织专家组进行鉴定的。,员工权益
被克扣的8天住勤补贴——2006年成立全体在册员工的住勤补贴、都按每月30天、每天20元。2012年逐步调整现已到每天60元。分公司机关在册员工按30天每月1800元；基层大部分在册员工按22天每月1320元、每月少了8天每月少了480元。基层大部分员工每月8天那里去了。全年365天，休息日104天、法定节假日11天、带薪年休假5天、10天、15天，全年工作日245天、240天、235天不等.全年工作小时数：（245×8）=1960小时、（240×8）=1920小时、（235×8）=1880小时。月工作小时数：（1960÷12）≈163.33小时、（1920÷12）=160小时、（1880÷12）≈156.67小时。按山西煤层气轮休假制度：基层在册员工上20天休10天全年休120天，全年休12次，月工作小时数20天／小时×8小时=160小时。特别说明：2天路途算上班算休息反反复复。应休息130天月工作小时数约156.67小时，实际月工作小时数160小时，,你只要写明，需要老板承担的一切责任即可，如医疗费用，营养费，误工费，补偿费等等即可。,员工权益
湖北省荆门市中中级人民法院只收钱，不办事——湖北省荆门市中级人民法院执行庭，把法律当儿戏，收钱不办案。荆劳裁字《1995101号》裁决书由湖北省荆门市中级人民法院执行庭立案执行，该院于1995年7月收取了本人的执行费400元，1996年5月又利用立案通知书收取立案执行费2000元，并未给收据。法院收了钱，案子可没办！本人曾经先后无数次找法院执行办理，法院均以种种借口推来踢去，至今未办。法律是神圣的，是至高无上的；法院是正义、公平的象征；人民法官是人民的保护神，哪有只收钱，不办案的道理？一个小小的执行案件，上世纪九十年代就收钱了，时隔两个世纪，经历整整十七年，至今未办，是法官贪赃枉法，还是无所作为？人民法院、人民法官执法不守法，岂不是对法律的亵渎，对人民的欺诈！无奈之下，本人只有求助于网络和媒体，并在此强烈呼吁，广大民众给本人以同情、支持和声援！共同维护法律的尊严，维护社会的正义与公平！强烈要求各级领导督促收钱不办案的法院对本案立即予以执行！并连本带息赔偿一切经济损失！当事人：郭厚坤,你们虽然没有签订劳动合同，是厂方的过错，但是存在事实的劳动关系，你们可以要求双倍的经济补偿金，如是不给，建议你们采取劳动仲裁维护自己的合法权益。,员工权益
被克扣的8天住勤补贴——2006年成立后全体在册员工住勤补贴，每天20元每月按30天，600元；2012年调整，分公司机关在册员工按30天每天60元每月1800元；基层部分在册员工变成22天每天60元每月1320元。按法定假日大部分员工是全年应休130天，按30天轮休10天，休假90天；按20天轮休10天，休假120天。分公司机关员工周日休息、按全年52周算休52天，去掉轮休90天内的周日、按每10天两个周日算、52-18=34天、90+34=124天、在几个大的节日放假、休假大于124天；基层员工不休周日、而且假如晚上停电停井、必须去起井（没有加班）、休假120天。根据中国法律，已是全勤（根据《关于职工全年月平均工作时间和工资折算问题的通知》劳社部发【2008】3号：年工作日：365天-104天（休息日-11天（法定节假日）=250天。中华人民共和国国务院令（第514号）《职工带薪年休假条例》第三条职工累计工作已满1年不满10年的，年休假5天。已满10年不满20年的，年休假10天，已满20年的，年休假15天。国家法定假日，休息日不计入年休假的假期。所以因为工作时间不同，全年休假：120天、125天、130天。全年全勤是245天、240天、235天不等）。,产假98天当然包括了所有的节假日、休息日等，按自然天数计算。,员工权益
被克扣的8天住勤补贴——2006年成立后住勤补贴全体在册员工，每天20元每月按30天600元；2012年调整，分公司机关员工按30天每天60元每月1800元；基层部分员工只按22天每天60元每月1320元，每月被克扣480元。轮休：按法定假日大部分员工是全年应休130天，按30天轮休10天，休假90天；按20天轮休10天，休假120天。分公司机关员工周日休息、按全年52周算休52天，去掉轮休90天内的周日、按每10天两个周日算、52-18=34天、90+34=124天、在几个大的节日放假、休假大于124天；基层员工不休周日、而且假如晚上停电停井、必须去起井（没有加班）、休假120天。,你的分包如果经过了发包方的允许，那么是合法的，否则是违法分包。按照你与对方的分包合同，如果到了付款的条件，你就应当付款，这与业主是否给你工程款没有关系。当然实践中，多数情况下，都存在垫资施工的问题。,员工权益
受伤没人管的农民工——我是一个受伤没人管的农民工该走那些程序啊各方面的推诿我该怎麽办啊马上过年了口袋空空断了5更骨头的脚我该怎麽办律师帮帮我吧18999586427,既然被认定为工伤，劳动者就应当依法享受包括支付医药费的工伤待遇。,员工权益
拖欠去年加工费，他还躲避还款——拖欠去年加工费11000元，欠条到期，他还躲避还款，我该怎么办？,我从农业行业八年了‘老板一直没有给我买社保；现在我辞工可以向公司申请补回吗,员工权益
企业扣留职工档案——什么情况企业可以扣留职工档案,"或可以得到赔偿,虽然没有在工作时间中毒,但在工作单位提供的住所死亡,单位负一定相关责任1、单位违反了劳动法关于劳动安全卫生的规定，应当对自己的失职行为造成的职工损害承担赔偿责任。用人单位应当为劳动者提供符合安全的工作和住宿条件，并且需要对职工进行安全教育。而单位的宿舍里没有供暖设备，又对宿舍的安全缺乏管理，又没有对职工进行必要的安全教育，因此属于违反法定职责的行为，应当对造成职工伤亡的损害进行赔偿。具体规定如下：用人单位必须建立、健全劳动安全卫生制度，严格执行国家劳动安全卫生规程和标准，对劳动者进行劳动安全卫生教育，防止劳动过程中的事故，减少职业危害。用人单位必须为劳动者提供符合国家规定的劳动安全卫生条件和必要的劳动防护用品，对从事有职业危害作业的劳动者应当定期进行健康检查。2、这个情况或不能构成工伤的，但是从上面分析来看，单位负有很大责任的，正是由于单位的管理失误才导致了悲剧的发生，因此可以要求单位进行赔偿。具体赔偿的范围为：应当支付的工资、死亡赔偿金、丧葬费再加上精神损害赔偿金。死亡赔偿金大概为当地的年平均收入乘以20年，精神赔偿金没有固定的标准，根据受到损害的承担和单位的承受能力来定。3、建议尽快委托律师跟单位进行协商或者诉讼，具体的赔偿数额律师会根据当地的标准确定的。4、如申请工亡认定，须符合如下条件。工伤保险条例第三章工伤认定第十四条职工有下列情形之一的，应当认定为工伤：(一)在工作时间和工作场所内，因工作原因受到事故伤害的；(二)工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的；(三)在工作时间和工作场所内，因履行工作职责受到暴力等意外伤害的；(四)患职业病的；(五)因工外出期间，由于工作原因受到伤害或者发生事故下落不明的；(六)在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的；(七)法律、行政法规规定应当认定为工伤的其他情形。第十五条职工有下列情形之一的，视同工伤：(一)在工作时间和工作岗位，突发疾病死亡或者在48小时之内经抢救无效死亡的；(二)在抢险救灾等维护国家利益、公共利益活动中受到伤害的；(三)职工原在军队服役，因战、因公负伤致残，已取得革命伤残军人证，到用人单位后旧伤复发的。职工有前款第(一)项、第(二)项情形的，按照本条例的有关规定享受工伤保险待遇；职工有前款第(三)项情形的，按照本条例的有关规定享受除一次性伤残补助金以外的工伤保险待遇第十六条职工符合本条例第十四条、第十五条的规定，但是有下列情形之一的，不得认定为工伤或者视同工伤：(一)故意犯罪的；(二)醉酒或者吸毒的；(三)自残或者自杀的。",员工权益
"刔决真难——于2012年二月上诉,9月25日一审判决.被告不服上诉.请问法侓规定二审什么时间能开庭.谢塮",再审的案子，改判的可能不大了，但是银行的态度很坚定，他们可能拒绝与你续签合同，但你可以要经济补偿金。,员工权益
"缴纳住房公积金——用人单位解除劳动者劳动合同,劳动者投诉到住房公积金管理中心要求单位缴纳住房公积金.公积金管理中心回复被解除劳动合同后,要求用人单位缴纳解除劳动合同前的住房公积金，没有法律依据.怎么办？",首先你要有跟他在工地干活的证据，还有包工头的个人信息，写个起诉状，去法院立案即可。,员工权益
劳动纠纷——工伤未及时申报赔偿是多少，侵犯人权负怎样的责任。,像你这种情况，建议你选择劳动仲裁维护你的合法权益。,员工权益
劳动纠纷-手机报——因辞工劳动合同说一个月可以走后来招不到人要我过年走那里太辛苦我该怎么跟那人事主管理论、、如果他们不按劳动合同说的那样我该怎么做,根据我国《劳动合同法》的相关规定，可以要求单位支付经济补偿。,员工权益
咨询军属的探亲假——问题1：现役军人，夫妻分居俩地是否享有探亲假？问题2：若享有探亲假，探亲假期间车船票是否报销？问题3：拥军优属条例中提到的工资照发，工资一词包含哪些内容？福利待遇不表有包含哪些内容？问题4：拥军优属条例是否可以做为法律依据？希望的到专业，有法律依据的回答，谢谢！,《工伤保险条例》第14条规定，劳动者和用人单位之间存在劳动法律关系或事实劳动关系的前提下，工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的，应当认定为工伤。如果你对工伤认定不服，建议你在法定期限内申请复议或者提起行政诉讼。我的联系电话：13295817753,员工权益
工伤未及时申报怎么办——工伤未及时申报五六年后旧伤复发用人单位让职工仍以病假休息怎么办,建议你采取劳动仲裁来维护自己的权利。,员工权益
单位领导擅自搜查员工办公桌违法吗——单位领导在员工未在时并未电话告知，擅自搜查员工办公桌违法吗？我可以到什么地方告他。,如果没正当理由，你们被换了劳务派遣公司，那么原来的劳务派遣公司应当对你们支付一定的赔偿金。把你们派到比较远的地方去，这属于其他重大情节变更，你们因此辞职的，劳务派遣公司应当对你们进行赔偿。,员工权益
辞职后老板不发工资——辞职后老板不发工资怎么办？总是找理由拖着工资不发。,你的装载机为什么会被停？必要的情况下，你可以向法院提起诉讼要求归还你的机器即可。,员工权益
劳动纠纷——入职5年，前三年没买社保，现在辞职，没买的公司能否赔偿？,问题一：根据我国《劳动合同法》的相关规定，你仍然可以得到补偿；问题二：可以得到补偿，补偿应该由A公司支付，因为你与A公司才存在劳动关系。北京市汉威律师事务所律师15101531731聂律师,员工权益
劳资纠纷——我是一所苗圃希望小学校长。在接替原校长之时，决定让我和妻子吃住在校看护学校。由于学校学杂费亏损严重，支付不了我们看护学校的劳务费，就让我出钱栽一圈儿树，让我们多种点学校操场周围的地块，以后不再支付劳务费。现在树开始见效益了，我们上一级中心校领导要将树归到中心校所有。也不想给我们劳务费。我们夫妻看护学校12年之久。学校建在村外，我们经常受到外来干扰，担惊受怕，日夜坚守。你说他们这样做有道理吗、没见效益时不闻不问，见效益了，却想不劳而获。,在这个公司的工龄从2008年算起。,员工权益
讨工钱——我是一个农民工，去年在安宁装修一招待所，至今一年，老板欠我八万元，耍赖要不上，现在我身无分文，回不了家，本人还欠弟兄们工资还不上，本人是个残疾人，没有办法特请求有关部门帮助一下，讨回欠款以还弟兄们的辛苦钱，也好早日和家人团聚，特此请求帮助，谢谢,你好，你所提问题司法实践中可能有一定争议，但我个人认为你上诉明必要的，理由如下：依照《中华人民共和国劳动争议调解仲裁法》第五十条之规定，期满不起诉的，裁决书发生法律效力。故，依照已生效的裁决书认定的事实你与乙公司存在劳动关系。最高人民法院《关于民事诉讼证据的若干规定》第九条规定：下列事实，当事人无需举证证明：（五）已为仲裁机构的生效裁决所确认的事实。故，你凭裁决书及社保等均由乙公司交纳的证据起诉乙公司应该胜诉，一审判决有错误的可能。故建议你在二审中坚持裁决书的法律效力、继续提供社保由乙公司交纳的证据、工资由乙公司发放的证据。为维护你的合法权益，建议你到当地法律援助中心申请法律援助。以上解答仅供参考！,员工权益
矿工三天能扣全月的工资吗？——您好，我2012年11月21日至26日请假，27日上了一天班，28、29日矿工两天，30日辞职。辞职是由于给我调的岗位不妥，我在这个单位从2007年7月一日上班到2012年11月20日。单位规定矿工一天以上三天以内扣当月工资，所以扣了我2012年10月26日至11月20日的全部工资，这种规定合法吗？qq名：幽谷兰香qq号：2606915411e-mail:2606915411@163.com,按劳动法规定在试用期间可以随时辞职，当然可以拿到相应的工资，你现在证据太少，建议你最好与老板协商解决。,员工权益
劳动法——劳动法和交通法规都是法律，为何违反交通法规可追究刑事责任。而违反劳动法，如有的企业制定管理制度存在严重的违反劳动法的问题。作为企业员工却无法得到劳动法的有效保护。,校园周围的地属于学校所有，因此，效益归学校所有，但学校可以对你们的投资进行一定程度的奖励。,员工权益
当地法院不给立案——网络求助，我于2012年1月18日在黑龙江省铁力市劳动仲裁委申请一起非法用工案件，于2012年7月2日拿到裁决书，是五级伤残，裁决对方赔偿我十二万四千二百三十六点四元（124.236.4现在当地法院不给立案执行，希望广大网友法律界人士给予帮助支持电话15245890573,工龄从2007年计算。,员工权益
工资拖欠索赔——你好，我想咨询一下，我是应届毕业生，我在实习期间（2012.2月）开始在一家公司上班，因为经理于2012.5月开始没有开工资，总是拖欠，我于2012.11.26提出辞职，于2012.12.1号离职，公司至今没有给我工资，而且没有与我签订合同，我于2012.12.16号找到街道劳动保障中心，但是街道劳动保障中心一直还没给我处理，请问我应该怎么办？还有，我得知公司于2012.12.26日搬离我原来上班的地方了，我这个工资索要怎么办啊？？我请求您的帮助谢谢联系方式：936197509@qq.com,医院的出院证明就可以说明你的健康状况。如果公司实在刁难你，你可以去医院做个体检，以证明你的健康状况。,员工权益
