questions,answers,classes
单位出台政策和法律相冲突怎么办——你好，我是我们单位一名劳务派遣员工，然后我是9月份请的产假，总共是三个月。今天人事处给我打电话说是10月份出了一个制度，d.用工人员请产假期间的岗位工资、学历（职称）、技能贴、校龄贴正常发放，取消岗位津贴及月考核奖。但我是9月的产假，凭什么要扣呢，我又不是一个月一个月分开来请的，我这个是不是按十月以前的制度走？但是我去问的时候他又跟我说了如下这一条？我该怎么做？（六）本办法出台后与原有办法有内容冲突的，以本办法为准。本办法由人事处负责解释。,属于雇佣关系的话，伤者本身也存在过错。司机也有过错，雇主要承担责任。,辞退解雇
"追讨欠薪纠纷——我弟弟于农历2011年11月到农历2012年12月28日,在老家的一家饭店做厨师,包吃包住,净工资为每月3000元人民币,商定的为一月一发工资,但到该发工资时店主说资金有点紧张,让体谅一下,可不可以只先领用零花钱领取多少记着帐,然后年底时年结剩下欠的工钱,就这样,到腊月28日该结工资时,那个饭店老板居然说现在没钱,结半个月时间筹钱,在2013年正月十五一次性结清,到正月十五时,她又说再给半个月时间........就这样,每一次都不给结工资,拖了五六次,直到四月份时她还在拖,家里今年需要用钱,所以综合考虑后决定去法院寻求帮助,并提起诉讼,法院立案等,定于2013年5月21日开庭,但是到那一天法院居然说被到没有到庭,他们也没有办法,说法院的人去到她们村里可能会被打或扣押车,就这样法院也没有信了,一直到现在了都农历腊月份了,我被欠的工资都没有要到....问题是我没有撤诉,法院怎么就不依法办理,法院警察的执法力度在哪里,怎么就没办法呢?",可以要求公司依法缴纳，公司不缴纳的，可以向社会保险部门举报。,辞退解雇
劳动经济纠纷——我家在农村，修房子的时候请了个石匠，石匠找来了一个小工，小工的工资是由我家付。小工在施工过程中不小心从墙上摔下来，把腿摔断了，我父亲在医院服侍了一个多月，现在人出院了，他家儿子要我家赔偿六万元。请问陈律师这个问题是哪个的不对，我家是不是要赔偿这六万块钱。我家不服。说打官司都行。法院做主。,根据劳动合同法条例第二十一条劳动者达到法定退休年龄的，劳动合同终止。这种情况下，公司不需要补偿。解答人：卡拉扬,辞退解雇
要不回工资——要不回农民工工资怎么办啊,你好！法律服务组4来为你解答。你好，如果经过法院判决而不予执行的，你可以向法院申请执行。向法院申请执行后，法院超过六个月未执行的，你可以向上一级法院申请执行，上一级人民法院经审查，可以责令原人民法院在一定期限内执行，也可以决定由本院执行或者指令其他人民法院执行。相关法条：《中华人民共和国民事诉讼法》第二百三十六条发生法律效力的民事判决、裁定，当事人必须履行。一方拒绝履行的，对方当事人可以向人民法院申请执行，也可以由审判员移送执行员执行。第二百二十六条人民法院自收到申请执行书之日起超过六个月未执行的，申请执行人可以向上一级人民法院申请执行。上一级人民法院经审查，可以责令原人民法院在一定期限内执行，也可以决定由本院执行或者指令其他人民法院执行。,辞退解雇
外出务工人员求帮助——我与建筑公司法人代表签定了一个20000方的土建工程全劳务项目，也缴纳了保证金，但因中途建筑公司更换股东，与新股东签定了一个无公章的解除协议，请问此协议有效吗？,如果是实行标准工时制度的，我认为公司的做法有不妥的地方，应该要根据上班的天数来处理比较好。,辞退解雇
我被单位解雇工龄如何计算——我在事业单位工作了十年。04年--13年按单位要求其中前九年每年只上九个月班，只发工资。第十年上全年，交了一年的养老保险。今天单位通知解雇我。请问一，我的工龄如何计算。二，按劳动法我有什么权益需要维护，,工龄可以转过去，你要是因此解除合同，可以获得经济补偿金。,辞退解雇
关于养老保险——我在单位工作13年了，单位一直没买养老保险，今年辞职了，我能要求养老保险吗,在医疗期内是不能辞退的，属于违法解除劳动合同，可以申请劳动仲裁。,辞退解雇
"腾讯微博-老板拖欠工资怎么办——你好,我们是给一私人老板打工,今年一年没开资了,工期结到本月二十号,现在钱还没给,说是过元旦给,请问我们应该怎么办",经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。用人单位违法解除或终止劳动合同的，可以要求经济赔偿金。,辞退解雇
劳动争议案件的管辖权——劳动仲裁不予受理，劳动者为追讨劳动工资报酬诉至一审法院，用工单位以劳动合同没有注明工作地点，且甲方可根据经营管理需要和乙方的工资能力对乙方的工作内容进行调整或指派其他临时性的工作为由，虽然劳动者目前的工作地点在A市，但可以随时调整，说明劳动者的合同履行地不明确，申请管辖权异议，一审法院认为劳动的工作地涉及到A市所辖的10个县级市，故合同履行地不明确，裁定管辖权异议成立，该怎么办？,如果协商不成，你可以去劳动监察部门投诉或者申请劳动仲裁，这两种方式应该都可以要回工资。,辞退解雇
农民工讨工资——我的工资被拖欠七个多月四万余元，劳动监察部门调解，包工头【二包】无力承担，而承包方【大包】又拒绝支付，请问：承包方是不是应该支付，要是走仲裁都应该告谁。,可以到医院去复制相关病历，赔偿协商不了的，可以申请劳动仲裁。,辞退解雇
关于授权管理问题——尊敬的律师先生:你好！我被公司任职为店铺的授权人，是否我有全权去操作呢？在我购买了一份老板个人觉得不满意的广告之后，老板有没有权利在我的薪资上去扣除相应费用呢？期待解惑，万分感谢！一名急需帮助的人--陈女士361511538@qq.com2013年12月21日20:21:17,建议向当地的劳动部门投诉、举报。,辞退解雇
包工头拖欠我4500元工资快两年了——如题每次我打电话向他要他都说在等几个月这都快等了两年了他还是不给求帮助,为你交个税是应该的。应当为你上五险，因此，解除合同的，你可以要求公司给你经济补偿金。,辞退解雇
农民工资老板说没有钱？——我老婆快生了，我向老板要点钱回家，他说上面没给他，他没有？我拿他没办法了？请问我该怎么办？,您好，法律服务组7为您解答。按照您的描述，您与对方已经形成雇佣关系，则根据我国法律规定，雇员在从事雇佣活动中因安全生产事故遭受人身损害，雇主应当承担赔偿责任。因此您应当对您雇佣的员工的受伤进行赔偿。如果您针对对方提出的赔偿标准不满意的，您可以收集证据向法院起诉，以维护您的权益。相关法条：《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十一条雇员在从事雇佣活动中遭受人身损害，雇主应当承担赔偿责任。雇佣关系以外的第三人造成雇员人身损害的，赔偿权利人可以请求第三人承担赔偿责任，也可以请求雇主承担赔偿责任。雇主承担赔偿责任后，可以向第三人追偿。雇员在从事雇佣活动中因安全生产事故遭受人身损害，发包人、分包人知道或者应当知道接受发包或者分包业务的雇主没有相应资质或者安全生产条件的，应当与雇主承担连带赔偿责任。属于《工伤保险条例》调整的劳动关系和工伤保险范围的，不适用本条规定。,辞退解雇
丢失了业务证件单位就诬陷我盗用怎么办——我是名在邮政快递公司开车的临时工司机，前不久我在上班途中丢失了所开车辆的公路免费通行证。因为我说不清何时何地丢的，现在公司有关领导一口咬定诬陷我不是丢失而是出于自己的利益给藏起来了。（这个通行证一车一牌别人拿了根本没用）现在天天逼我交出来把我关在办公室逼我交代清楚，我都36岁了什么事我自己都可以承担，在没有我同意的情况下跑到我家里骚扰我家人。找了我爱人不说在明知我父亲因心脏病动手术的情况下还要逼我，要找我父母亲谈话。（我真不明白他们又不认识我父母这事找我家人有什么用）夸大奇说的说没这通行证单位会损失几十万，还有恐吓我说不交出来就要把事搞大，事情都五六天了，我现在生活的十分痛苦，又没很我工资连押金还有待报销的钱在公司有六千多。东西我哪里拿的出来真不知道怎么办。现在家里都知道了，就父亲现在还不知道，但这样下去哪里瞒得住。我现在十分痛苦希望那位好心有正义的朋友帮帮我由衷的谢谢了QQ1224561292,如果企业不配合，那么你可以去劳动局申请工伤认定，由劳动局最后做出是否为工伤的认定。,辞退解雇
护士长克扣我的奖金，我该怎么办——我是一家公立医院的职工，在本院工作了28年，有文凭，有中级专业技术职称。因院领导撤销了我原来的工作部门，转岗到供应室。供应室的奖金分配标准和医院对转岗人员的奖金发放规定都是按职称的高低发放的。但是护士长却不按照科室标准和医院规定，给我单独特殊定一个标准，变相的克扣了我的奖金。请问这合法吗？如果不合法，我该怎么办？,建议你们向劳动局提请劳动仲裁，以维护自身合法权益。如果企业故意拖欠你们工资，情节严重的，你们可以报警，要求追究单位的刑事责任。,辞退解雇
法院不给执行——我好几年打工挣的钱起诉到法院有不给办，有转执行厅迟迟不给办理,如果是参公人员，就不能按照劳动法的相关规定处理。如果学校与你们签订了劳动合同，就可以按照劳动法规定处理。,辞退解雇
有关劳资合同纠纷——您好！现有一个有关劳资合同纠纷的问题请教一下：我所在的单位是一家由三个合伙人成立的合伙制税务师事务所，我3年前来工作的时候有跟事务所签定一份协议，就是事务所除了每月正常支付工资以外，事务所还要给我5%的股份，但必须是等事务所终止或改制的时候才能给。现有二个合伙人由于年龄原因需要退出（其中一人是原法定代表人），并由另外二个合伙人重新入伙，其中一人为新的法定代表人，请问：如果我现在不想在事务所工作了能否要求事务所支付5%的股份？谢谢！,建议了解法院终止办理的理由后，再来咨询。,辞退解雇
卸货过程安装工被砸死——甲方跟我们签署一份协议，提供材料以及负责找人安装。但是卸货过程中不知道什么原因出了点意外，抢救无效死亡，事后安装包头与承接方以及甲方和死亡家属达成协议，总共赔偿60W，承接者赔付16w，钱是由甲方先垫付，之后死亡家属都已安顿好，甲方突然反悔，认为责任不该由他们承担主要责任。注：我是承接方。现在已经接到法院传票。想问一下，结果会怎么样？万分感谢！,你有权向当地劳动监察大队投诉要求公司将拖欠的工资支付给你，公司在劳动监察大队责令限期支付仍不支付的，你们有权解除与公司的劳动关系，并要求公司按照《劳动合同法》的有关规定支付因拖欠工资的赔偿金和解除劳动关系的经济补偿金。,辞退解雇
"劳务派遣合同未到期用工单位要我签订新公司——我原是中石化江苏盐城公司正式员工,于2001年7月被骗改制买断工龄,公司将我们劳动关系转移到由公司授意改制人员注册并参股的劳动服务公司,签订劳务派遣合同,先后签订六次2到3年的劳务派遣合同,现在公司与一个2013年7月注册的江苏恒謦源服务外包公司合资注册盐城市朝阳加油(气)站管理服务有限责任公司(江苏恒謦源服务外包公司控股),与盐城市朝阳加油(气)站管理服务有限责任公司签订劳动合同",如果单位不承认与你妈的劳动关系，你应该想办法搜集有关材料证明你妈是该商场保洁员，只有有证据证明你妈与商场存在劳动关系，劳动部门才有可能受理你妈的工伤认定申请。,辞退解雇
腾讯微博-公司这是变相炒人吗——你好！请问我在现在的公司工作了6个月，现在公司搬了新地址就连公司的名称都换了，一直都没有我们员工买保险，现在又减单价了，我做的是计件工，我能告这公司熟变相抄人吗？,如果你具有用工主体资格，那你应当对该伤者承担支付工伤保险待遇的义务。即主动与伤者协商解决，或者申请工伤认定--劳动能力鉴定--根据鉴定结论计算应当支付的款项。,辞退解雇
包工头拖欠农民工工资不给怎么办——包工头拖欠农民工工资不给怎么办？,从你到公司上班之日起，你已经与该公司构成事实劳动关系，该公司从该日起就应当支付你的工资。如协商不成，可以提劳动仲裁。,辞退解雇
国企单位不给交三险一金我该怎么维权？——我所工作的公司是中铁12局，虽然是公司的合同工，在这家公司至今已经工作了整整两年半了，但是公司却从没有给我交过三险一金，按我自己的理解，公司不给我交三险一金，那也得把本应给我交的三险一金的钱退给我的吧，还有就是最近公司宣布节假日和其他法定工作时间之外也不再算我的加班费，因为公司现在要裁员，想通过这种方式让我们员工主动辞职，工作已经很辛苦了，公司从去年过年到现在才放过两天假，我不知道我该怎么用法律来维护我的合法权益，真心希望律师界的哪位同志能帮我提供法律帮助，感激不尽！！！,现在解除劳动合同，肯定要按照现在的劳动合同法进行补偿，不能按照07年的方案来补偿。建议你们通过法律途径来解决。,辞退解雇
拖欠农民工工资如何维权——拖欠农民工工资如何维权,您好，法律服务组7为您解答。按照您的描述，您应该遭遇了恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您搜集您给老板打工的证据，向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,辞退解雇
我父亲在煤矿出事没人负责了怎么办——我父亲在煤矿出事没人负责了怎么办.想和老板解决老板躲得不出来了,你可以要求公司支付你公司。公司不支付工资的，可以申请劳动仲裁，要求公司支付工资，以及履行劳动合同。,辞退解雇
劳动保障——作为河北省一家比较有规模的移动通信代维公司，河北华航通信技术有限公司，没有给大部分员工签订劳务合同，最基员工没有缴纳该享有的任何员工保险，每天工作超过8小时没有加班费，没有该享有的法定假期，请问这是不是非法用工？我们该怎么做？我们已经多次向公司提出意见，但是没有任何答复，听说公司老总跟高层关系很好，我们全体员工希望得到帮助，希望公司给我们满意答复，维护我们的合法权益！我们的邮箱是:zgnyqi@163.com.,根据《劳动合同法》的规定，你作为劳动者有权提前30日向单位单方提出辞职申请即可，期限届满后你可以离开公司一般无需承担任何责任。,辞退解雇
农民工下班途中能享受工伤吗——我和我爹去市里打短工，晚上下工途中父亲的了急性胃穿孔，用工方有责任吗？在152住院后用工方少服200元工钱，我能寻求帮助吗电话15637508299,劳动争议案件如果需走完劳动仲裁、法院一审、二审程序的，时间方面会比较长，总体来讲没有一年半载不会有裁决结果。,辞退解雇
追未签劳动合同赔偿——在此输入您要咨询的问题或要你好，我遇到这样的问题，从2010年1月刚入职之后跟厂方签订劳动合同。在2011年12月31日到期，之后厂方都无再跟我续签。请问我现在提出从2012年11月30日至2013年10月31日期间未签劳动合同的赔偿可以吗？搜索的关键词！,如你与妻子均是被告且没有其他证据，是可以仅提交书面答辩书与审判庭。但可能因你未到庭质证而接受对你方不利的判决结果。,辞退解雇
工资问题——本人在杭州金橘餐厅上班，因受不了领导强制占用下班休息时间，待遇不好，且母亲生病在家，顾申请辞职，上交辞职报告后被告知不能领取工资，该怎么办？注：本人没有劳动合同！,1、你父亲所受伤害当然是工伤，100%胜诉，只是赔偿金额的多少会因为你们对相关证据的举证能力而可能有明显区别；在安监局的笔录可以作为认定劳动关系的证据。2、对于安全生产监督管理局出具的的安全事故认定报告只是依照安全生产法的规定对发生安全生产事故的相关责任人的行政确认，不影响对工伤事故赔偿责任的确定。3、安监局的该报告确认你父亲受伤事件为安全生产事故，你父亲可以单独向人民法院提起精神损害赔偿诉讼。4、先协商解决，协商不成，向工程所在地的劳动部门申请工伤认定；待作出工伤认定后，向劳动能力鉴定委员会申请劳动能力鉴定（即伤残鉴定）；伤残鉴定生效后申请劳动争议仲裁，劳动争议仲裁裁决书生效后申请执行。过程比较复杂，如用工单位不配合，一般需要有法律专业人员帮助进行。,辞退解雇
一审如此判决合理合法么?——我于2004年1月进入XX县公安消防大队上班，单位一直未与我签订书面劳动合同，也未缴纳社会保险。2012年8月30日，单位突然单方面违法解除劳动关系，出具“协商一致”的《解除（终止）劳动关系协议书》，我没有签字。在2012年11月16日的信访回复中才编造一个解除理由：“不能胜任工作”。经过劳动仲裁，裁决恢复劳动关系，补缴社会保险。进入诉讼程序后，2013年6月24日、10月16日两次开庭审理，单位聘请律师再次编造一个新的解除理由：“严重违反规章制度”。我的诉求一直是恢复劳动关系，依法订立无固定期限劳动合同。2013年12月6日，一审法院却根据《劳动合同法》第四十条第三项，仅凭被告“坚决拒绝原告到其单位上班”的主观意愿，就认为“我与被告单位关系更加恶化，导致劳动合同已无法履行”，判决解除我与被告间的事实劳动关系。难道“关系更加恶化”也成了“不可抗力的客观情况”么？,如果单位写了欠条的，可以向人民法院申请支付令。如果没有写欠条，可以申请劳动仲裁，也可以向当地的劳动部门投诉、举报。,辞退解雇
没签过劳动合同工作十一年被无故开除——我在洛阳技改塔吊厂工作了快十一年，今年七月厂里以莫须有的理由把我开除，十多年了，我们没有签过劳动合同，没有节假日，去年五月才给我交了社保，，今年十月，我起诉到了洛阳市洛龙区劳动仲裁委。后来厂里拿出了一份假合同，上面的签名明显就不是我的字，劳动仲裁委就说有合同给我裁决了，说十五日之内不服可以去法院上诉，,足额缴纳及补缴社保是每一个用工单位（包括个体户）应当履行的法定义务。,辞退解雇
公司改革孕妇的权益问题——本人怀孕6个月，目前在管理岗位，公司实行改革，有人接替我工作。要我选择去岗位还是去学习，我不愿意去生产岗位，因为要倒班还要上夜班，所以公司安排我学习，但是奖金只能拿基奖的60%。请问公司这样做合法吗？,你好，依照劳动合同法实施条例第五条之规定，自用工之日起一个月内，经用人单位书面通知后，劳动者不与用人单位订立书面劳动合同的，用人单位应当书面通知劳动者终止劳动关系，无需向劳动者支付经济补偿，但是应当依法向劳动者支付其实际工作时间的劳动报酬。故，自你到用人单位后一个月内，经用人单位书面通知后，你不与用人单位订立书面劳动合同的，用人单位应当书面通知你终止劳动关系，无需向你支付经济补偿。但若超过上述期限，你与用人单位还不签订劳动合同且用人单位不终止与你的劳动关系，是否给予双倍赔偿，法律没有明确规定，司法实践处理不一。故，从有利于你的角度上讲，你可以申请劳动仲裁要求用人单位支付双倍赔偿。以上解答仅供参考！,辞退解雇
双休日问题——公司安排基层员工一个月（自然月）只有四天休息（法定节假日除外，有时法定节假日还克扣），而且没有加班费（而且在法定节假日也没有所谓的三倍工资），工资条里显示的是正常状态（比如本月31天，工资条显示的是22天的工资，而且是工资奖金对半，还有其他费用，就是没有加班费），如果哪位员工上不够27天（31天/月）班，就会扣除当天工资（工资是按总额/天数X出勤天数），这种情况算违法吧？如何诉讼？需提供哪些证据，诉讼成功的几率有多大？谢谢。,由于没有缴交社保导致不能从社保机构获取非工亡待遇待遇（主要是丧葬费、抚恤金等），因此对于非因公死亡待遇就应当由该工厂自行承担。同时由于工厂未依法缴交社保费用，死者家属可以向社保机构申请，由社保机构作出行政认定，责令该用人单位补缴社保费。,辞退解雇
腾讯微博-出车祸不赔偿怎么办——我老公给绞拌站开车出了车祸，双腿骨折。但该单位拒绝付医药费及其对我家造成损失的赔偿，我该怎么办？？？,没有限制，农村户口或城镇户口都可以缴养老保险。,辞退解雇
无罪释放后要求恢复党籍和工职——申请材料尊敬的领导您好！我叫张宝成，男54岁，身份证号：370723195912093318，现住山东潍坊滨海人民医院宿舍区，电话：13386469666。我请求：恢复党籍、公职。申请理由：我原系山东海化集团正处级党员干部，于1995年5月23日被寿光市人民法院错抓、错判、错押了近八年，2000年6月13日山东省高级人民法院作出再审决定，2002年12月27日经潍坊市中级人民法院再审改判，终审判决是：“一、撤销（1997）潍刑终字第23号刑事裁定和寿光市人民法院（1996）寿刑初字第354号刑事判决。二、张宝成无罪”。在终审判决无罪的情况下，山东海化集团由于种种原因，主要是整我的人还在位上，没给我恢复党籍、安排工作，我不但没有了政治前途，就连基本的生活都没有保障。我认为，海化集团第一次做出开除党籍和厂籍的决定是在我所谓“有罪”的情况下作出的，理应在二审宣判我“无罪”之后为我恢复党籍、厂籍等。至此我曾多次上访都是无果，现在，我已年过半百，留给我的人生时间越来越少，恳请领导您依据事实，协调山东海化集团撤销对我的党纪、政纪处分，尽快为我恢复党籍和公职；我也真不想成为社会不稳定因素，我还是拥护党、爱戴社会的，那样也好让我了确此生。申请人：张宝成2013年12月5日,没有户口要求，农村户口或城镇户口都可以缴养老保险。,辞退解雇
事业单位工作37年既无合同有没交养老保险——我在一家事业单位被叫去给单位职工做饭一职，在单位工作37年，但是单位一直没有给我签合同，也没有交养老保险，现在我快要到退休年龄，我申请几次，但是单位一直推辞不予办理，并且我在单位工作从没有节假日，拿的是最最低的工资，也没享受任何福利，现在老了，我一无所获，我给则么办呢，希望老师能够帮帮我。,私自拿公司的物料占为己有或非为公司利益使公司遭受物料损失的，则有可能构成盗窃或非法占有。,辞退解雇
劳务与劳动纠纷——某人具有工程师职称，在未达到退休年龄前，单位聘任书约定聘期6年，超出60岁退休2年，法律依据是劳动人亊部关于贯彻执行《国务院关于延长部分科技人退休年龄的通知》的说明，由于企业改制，负责人更换及经营效益等原因，拖欠某人工资半年，在未通知某人的情况下，单位经劳动人事部门为某人办理了退休手续。理由是，迏到退休年龄后劳动合同自行终止，自退休手续批准之日后，不在是劳动关系，只能是劳务关系，不在享受原来的工资待遇，理由是执行最高法关于劳动争议案件司法解释三的第七条规定。请问法律专家先生：在这种情况下是劳动关系或者是劳务关系,可以通过向人民法院起诉来追究讨。,辞退解雇
公司把业务和员工卖给其它公司可获赔偿吗——公司现在把一部分业务和相关员工卖给其它公司，不打算买断现在的工龄，采用把工龄转过去。我不想过去，可以获得赔偿吗？谢谢。,自己根据工伤保险条例规定的项目及计算标准进行计算成本。,辞退解雇
我该如何维护自己的合法权益？——八月九日因公受伤住院，单位已上报工伤。脚指骨一处骨裂，一处骨折并打了钢板，一年后需要手术取出，单位垫付21天的所有医疗费用和后期口服药费、两次复查的拍片费用，没有提供伙食补助，也没有安排护理人员。因脚伤并没有明显好转10月4日和10月23日两次自费检查、治疗，费用达近千元。11月19日，单位派人带我去社保局填写了工伤事故经过证明。本人手上除了X光片之外没有任何相关工伤资料。12月1日返回单位上班时走路还不太正常，与主管领导和工伤赔付部门协商，彼此互相推委。单位为职工购买了工伤保险，我了解到本单位曾经屡次发生工伤事故，由于职工对相关法律法规知之甚少，大多私了赔付8000至10000包干，为了维护职工合法权益，我将如何进行维权之路？邮箱19812351@QQ.COM电话：13409864702,试用期间双方都可以解除合同，无经济补偿。,辞退解雇
腾讯微博-领导把矽肺矿工调到一线出了事故——您好，请问矿工在退休这一年，领导明知有矽肺还强迫从二线调到一线，出了严重井下事故，我想问问矿领导该不该负刑事责任？,如果是对业务员人身定位，属于侵犯人权；如是对公司货物定位的同时而不可避免的对业务员定位，则是合法行为。,辞退解雇
关于我的养老问题——您好！我是1978年亦工亦农被宜城市劳动局招工分配到宜城市林业局工作，合同期2年，合同到期后宜城市林业局把我留下说给我转成正式职工，没让我返回原单位，但是一直给我拖没给我转正，也在没有给我签订劳动合同，我在林场工作期间勤勤恳恳干好本职工作，林场也接受我申请入党申请，然后在林场承包田地种田，林场又让我把我农村的户口放弃迁到林场，每年种田还要给林场上交田钱，林场有事我又去做，每年年底给工资，这么多年我一直找领导给我解决转正的问题，都是一直都给我拖着，我快到60岁的时候去找领导，领导说到60岁时在说，到现在我已经是62岁了，在林场服务了30多年了，老伴又得了晚期肺癌，我也没有养老，找领导，领导说现在没有政策了，不给解决，请问我应该怎么办？我的邮箱l306231069@163.com电话：13329873055廖永忠,其漏缴行为如果给你造成损失，可以要求公司赔偿损失。,辞退解雇
腾讯微博-被拖欠工资两万能否得到经济补偿——你好，我们公司拖欠工资两万左右，我们能得到经济补偿吗，能得多少，谢谢,1、原审判决书当然不生效。2、本案不属于劳动争议范围，应当直接向社保局书面请求解决。社保局经调查应当作出行政决定，如对该决定不服，看提起行政诉讼并最终由人民法院强制执行。,辞退解雇
"误工费应由谁付——A公司承包B公司建煤矿工程。A所找的工人自一进煤矿后，A公司出资按B公司要求以B公司名义培训工人，工人以B公司名义拿到培训证件后，自2012年8月以后一直待命，直到2013年5月干了几天活，一直处于待命状况，一直到现在我们没拿到工资，向A要没钱，B矿手续不全不能生产8月B公司单方解除合同，一直把A公司当初签合同时交的150万的保证金也不退还，AB双方正在打官司,我们等了几个月一直拿不到钱,请问误工费由那方出。QQ1916963618",公司拖欠你的工资属于违法，你有权向当地劳动监察大队投诉或向当地劳动争议仲裁委员会申请劳动仲裁解决。如果是公司提出让你离开公司而你又同意离开的，公司应当按照《劳动合同法》的规定根和你的工作年限向你支付经济补偿金（经济补偿金的计算标准为工作每满一年支付相当于一个月的工资，6个月以上不满一年的按一年计算，不满6个月的计算半个月工资）,辞退解雇
关于企业未安排休婚嫁的维权——法律专家：您好！我在北京一家国有企业工作，去年领取了结婚证，公司规定应在1年以内休假，但部门领导以工作安排为由，一直未允许休婚假，现在已经超过1年。请问我该如何维权，是否可以在离职后要求公司给予一定补偿，谢谢。,您好！北京市汉威律师事务所张捷律师为您解答。您的案件属于劳动纠纷。根据相关法律规定，如若解除劳动合同需要给予您十个月的经济补偿金。建议您来所里详谈进一步了解案情，聘请专业的律师为您代理案件维护您的合法权益。如您有委托代理意向，请与我电话联系18511596326，我将为您做更详细的解答。,辞退解雇
工伤用人单位不配合我给怎么办——我的母亲在一家商场做保洁员，在一次工作中不小心从凳子上摔了下来，在家休息两天后感觉情况恶化就去了我们当地的人民医院诊断为腰椎压缩性骨折，必须住院治疗。在和母亲工作单位多次要求后对方分两次支付医疗费3万元，在这以后就不管不问了也不再支付医药费，在和当地劳动部门反映情况后劳动部门出面协调但对方一直不予配合。后来我们就提出自己做工伤认定但是劳动部门要求我们提供劳动合同，证人证言，还要求我母亲打工的地方盖上公章，可是这几个条件我们一个也做不到。看着工伤的认定期限马上要到了不知该如何是好。,您好！北京市汉威律师事务所张捷律师为您解答。您的案件属于劳动纠纷，根据相关法律规定，上下班途中发生的非本人主要责任的交通事故可以认定为工伤，您可以申请工伤认定并向单位提出索赔。建议您来所里详谈进一步了解案情，聘请专业的律师为您代理案件维护您的合法权益。如您有委托代理意向，请与我电话联系18511596326，我将为您做更详细的解答。,辞退解雇
上班7天没工作对接突然说不用去了有工资吗——本月11号面试，13号上班，应聘的是出纳，去了后老板出差了，唐山公司这边没有财务，财务在天津，去了以后简单介绍几句，18号一个老板回来了谈话了几句说20号天津出纳过来，19号先不用来了，20号今天做了一个会议，出纳来了但是没有跟我对接，叫我去站了会门口，晚上到家了老板叫客服给我打电话叫我明天别去了说不适合，虽然这几天没干什么活但是去了7天，给工资吗？面试的时候没说前三天无薪，去了两天以后才知道的，前三天无薪合法吗？要是这几天也不给工资是去劳动局申请仲裁需要费用吗？,向当地公安机关求助，先将机器退场减少损失，然后向人民法院提起合同纠纷之诉解决问题。,辞退解雇
关于公司主动解除劳动合同问题——我于2012年5月9日入职公司，并签订劳动合同1年制，于2013年5月9日到期后改签劳动合同5年，现公司做人事编制调整、裁员，如果我被裁掉会得到多少补偿？希望得到帮助，谢谢！,你有权要求单位为你补缴在职期间的社会保险（包括养老保险在内），如果无法补缴的，你有权要求单位赔偿你的损失，协商不成的，你可以向劳动争议仲裁委员会申请劳动仲裁。,辞退解雇
民事类劳动纠纷——本人是四川省攀技花安通公司工人领导故意找事仃工叫你自己走人这种事在我们单位发生多起加果自己走人能得到补偿吗军人家属能加倍吗,您好！北京市汉威律师事务所张捷律师为您解答。您的案件属于劳动争议。自谋职业基本可以等同协商解除劳动关系，根据有关法律规定，根据您的工龄，单位需要给予您24个月的上一年度平均工资的经济补偿金。您的单位显然属于规避劳动法规，您可以向劳动部门申请仲裁要求企业给您基本工资并为您缴纳社保，对仲裁不服的，可以向法院起诉。建议您来所里详谈进一步了解案情，聘请专业的律师为您代理案件。如您还有不懂的地方，请与我电话联系18511596326，我将为您做更详细的解答。,辞退解雇
拖欠设计款十年该怎么办——2003年有某商场总经理安排为新建服装楼装修总体设计达14000平米，并在居委书记的委派下承担现场施工监理。施工的年末原书记调离到其他单位，由此这笔账成了无头帐，当时的总经理现任主任承认当时的这项设计项目，可现任新书记说不知道此事，说原书记没交代，让我再找老书记，自2005、2007年多次找老书记至今，原书记一直承认并打电话和当面给新书记讲明此情况，可新书记一直推诿，最近原书记又亲自打电话向新书记讲明此情况后，现任书记才承认有了此事，而又让我再去找原书记谈谈具体价格，（2002年国家标准也有）原书记很生气的说“我都约了他几次都不见面”，让我再约他（新书记）和原领导班子几个退休的人员见面，可是约了新书记几次也一直推总是没时间，更何况再约已退休的几位老领导，请您在百忙之中给我指条明路好吗？我应该怎么办,劳动局的说法没有错，没有退职费的法律规定。,辞退解雇
